sno,Food_description,Energy_kc,Protein_per_wt,Total_fat_per_wt,Carbohydrate_per_wt,Fiber_per_wt,Calcium_per_wt,Copper_per_wt,Iron_per_wt,Magnesium_per_wt,Potassium_per_wt,Zinc_per_wt,Vitamin_A_(IU)_per_wt,Vitamin_D_per_wt,Thiamin_per_wt,Riboflavin_per_wt,Vit_B6_per_wt(Pyridoxine),Vitamin_B12_per_wt,"Folate_per_wt  ",Niacin_per_wt,Pantothenic_acid_per_wt,Vitamin_C_per_wt,Vitamin_E_per_wt,Vitamin_K_per_wt,Fa_sat_per_wt,Monounsaturated_per_wt,Fa_poly_per_wt,Total_Sugar
,,(Calories),gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(IU)_per_100_gm,IU_per_100_gm,mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(mcg)_per_100_gm,(mcg)_per_100_gm,mg_per_100_gm,Mg_per_100_gm,mg_per_100_gm,mg_per_100_gm,(mcg)_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm,gm_per_100_gm
17070,"LAMB,NZ,IMP,FRZ,FORESHANK,LN,RAW",118,20.82,3.28,0,0,7,0.107,1.57,17,150,4,0,0,0.15,0.4,0.13,2.73,1,6.23,0.49,0,0.24,0,1.4,1.26,0.1,0
17071,"LAMB,NZ,IMP,FRZ,FORESHANK,LN,CKD,BRSD",186,30.76,6.04,0,0,10,0.112,2.22,16,125,5.6,0,0,0.07,0.36,0.09,2.45,1,5.64,0.37,0,0.2,0,2.61,2.35,0.22,0
17072,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,RAW",216,18.34,15.29,0,0,8,0.093,1.58,17,156,2.65,0,0,0.14,0.38,0.13,2.45,1,6.85,0.52,0,0.21,0,7.68,5.86,0.38,0
17073,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN&FAT,CKD,RSTD",246,24.81,15.56,0,0,10,0.103,2.1,20,167,3.58,0,0,0.12,0.45,0.13,2.6,1,7.59,0.55,0,0.15,0,7.61,6.01,0.45,0
17074,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,RAW",123,20.85,3.8,0,0,4,0.104,1.68,20,179,3.05,0,0,0.15,0.42,0.15,2.6,0,6.92,0.5,0,0.22,0,1.62,1.46,0.12,0
17075,"LAMB,NZ,IMP,FRZ,LEG,WHL (SHK&SIRL),LN,CKD,RSTD",181,27.68,7.01,0,0,7,0.111,2.24,21,183,4.04,0,0,0.12,0.5,0.14,2.63,0,7.51,0.54,0,0.18,0,3.05,2.75,0.26,0
17076,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,RAW",303,16.33,25.9,0,0,17,0.083,1.55,15,121,1.85,0,0,0.13,0.29,0.11,2.1,1,6.83,0.51,0,0.18,0,13.24,9.93,0.62,0
17077,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,CKD,BRLD",315,23.43,23.88,0,0,23,0.109,2.05,19,159,2.65,0,0,0.12,0.36,0.11,2.53,1,7.93,0.5,0,0.13,0,11.96,9.2,0.63,0
17078,"LAMB,NZ,IMP,FRZ,LOIN,LN,RAW",130,21.17,4.4,0,0,15,0.103,1.77,19,157,2.36,0,0,0.16,0.35,0.15,2.28,0,6.97,0.46,0,0.19,0,1.87,1.69,0.13,0
17079,"LAMB,NZ,IMP,FRZ,LOIN,LN,CKD,BRLD",199,29.31,8.24,0,0,21,0.13,2.34,22,189,3.29,0,0,0.13,0.43,0.14,2.58,0,7.89,0.46,0,0.16,0,3.58,3.22,0.31,0
17080,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,RAW",346,14.92,31.31,0,0,16,0.065,1.39,13,113,2.04,0,0,0.11,0.25,0.08,2.17,1,6.32,0.51,0,0.18,0,15.99,12,0.75,0
17081,"LAMB,NZ,IMP,FRZ,RIB,LN&FAT,CKD,RSTD",340,18.98,28.75,0,0,19,0.071,1.71,14,124,2.6,0,0,0.09,0.27,0.08,2.33,1,6.83,0.51,0,0.1,0,14.45,11.08,0.76,0
17082,"LAMB,NZ,IMP,FRZ,RIB,LN,RAW",142,20.49,6.06,0,0,11,0.078,1.57,17,156,2.88,0,0,0.15,0.31,0.12,2.48,0,6.15,0.46,0,0.19,0,2.58,2.32,0.19,0
17083,"LAMB,NZ,IMP,FRZ,RIB,LN,CKD,RSTD",196,24.42,10.16,0,0,14,0.077,1.89,16,146,3.43,0,0,0.11,0.33,0.11,2.28,0,6.13,0.45,0,0.15,0,4.43,3.99,0.39,0
17084,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,RAW",272,16.65,22.23,0,0,17,0.081,1.35,15,133,2.8,0,0,0.12,0.3,0.08,3.07,1,5.51,0.55,0,0.22,0,11.22,8.52,0.54,0
17085,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,BRSD",357,28.21,26.27,0,0,27,0.103,2.11,18,147,4.53,0,0,0.08,0.32,0.07,3.4,1,6.37,0.52,0,0,0,12.74,10.22,0.82,0
17086,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,RAW",135,20.25,5.43,0,0,15,0.094,1.43,18,163,3.52,0,0,0.14,0.36,0.1,3.56,0,5.12,0.54,0,0,0,2.31,2.08,0.17,0
17087,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD",285,34.06,15.5,0,0,27,0.116,2.34,20,166,5.6,0,0,0.08,0.36,0.08,3.71,0,5.85,0.5,0,0,0,6.81,6.14,0.64,0
17088,"VEAL,COMP OF RTL CUTS,LN&FAT,RAW",144,19.35,6.77,0,0,15,0.109,0.83,24,315,3.06,0,0,0.08,0.27,0.41,1.34,13,7.5,1.31,0,0.26,0,2.79,2.57,0.36,0
17089,"VEAL,COMP OF RTL CUTS,LN&FAT,CKD",231,30.1,11.39,0,0,22,0.114,1.15,26,325,4.76,0,0,0.06,0.32,0.31,1.57,15,7.97,1.26,0,0.4,0,4.28,4.4,0.63,0
17090,"VEAL,COMP OF RTL CUTS,LN,RAW",112,20.2,2.87,0,0,15,0.113,0.85,25,328,3.23,0,0,0.08,0.28,0.43,1.4,13,7.83,1.37,0,0.26,0,0.86,0.92,0.21,0
17091,"VEAL,COMP OF RTL CUTS,LN,CKD",196,31.9,6.58,0,0,24,0.12,1.16,28,338,5.1,0,0,0.06,0.34,0.33,1.65,16,8.42,1.33,0,0.42,0,1.84,2.35,0.45,0
17092,"VEAL,COMP OF RTL CUTS,FAT,RAW",638,6.02,67.83,0,0,7,0.039,0.6,5,107,0.54,0,0,0.02,0.08,0.15,0.43,4,2.37,0.42,0,0.31,0,32.92,28.44,2.7,0
17093,"VEAL,COMP OF RTL CUTS,FAT,CKD",642,9.42,66.74,0,0,4,0.044,1,10,173,0.87,0,0,0.02,0.12,0.11,0.55,5,2.79,0.45,0,0.25,0,32.39,27.98,2.66,0
17094,"VEAL,LEG (TOP RND),LN&FAT,RAW",117,20.98,3.08,0,0,5,0.108,0.79,26,367,2.3,0,0,0.08,0.27,0.46,1.04,14,9.42,1.07,0,0.15,0,1.18,1.12,0.18,0
17095,"VEAL,LEG (TOP RND),LN&FAT,CKD,BRSD",211,36.16,6.33,0,0,8,0.14,1.32,29,383,3.96,0,0,0.06,0.35,0.36,1.17,18,10.56,1.02,0,0.49,0,2.53,2.36,0.35,0
17096,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED",228,27.29,9.18,9.85,0.3,39,0.073,1.64,31,371,2.75,34,0,0.16,0.35,0.4,1.24,27,10.34,1.07,0,0.53,0,3.06,3.39,1.28,0
17097,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,NOT BREADED",211,31.75,8.35,0,0,6,0.062,0.88,31,425,3.23,0,0,0.07,0.35,0.49,1.45,15,12.05,1.17,0,0.42,0,3.16,3.23,0.46,0
17098,"VEAL,LEG (TOP RND),LN&FAT,CKD,RSTD",160,27.7,4.65,0,0,6,0.129,0.91,28,389,3.04,0,0,0.06,0.32,0.31,1.17,16,9.93,0.99,0,0.49,0,1.84,1.73,0.26,0
17099,"VEAL,LEG (TOP RND),LN,RAW",107,21.28,1.76,0,0,5,0.11,0.8,27,372,2.34,0,0,0.08,0.28,0.47,1.05,14,9.56,1.09,0,0.29,0,0.53,0.56,0.13,0
17100,"VEAL,LEG (TOP RND),LN,CKD,BRSD",203,36.71,5.09,0,0,9,0.142,1.32,30,387,4.03,0,0,0.06,0.36,0.37,1.19,18,10.72,1.04,0,0.5,0,1.92,1.84,0.3,0
17101,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,BREADED",206,28.41,6.27,9.78,0.22,39,0.074,1.64,32,383,2.87,34,0,0.16,0.36,0.42,1.28,28,10.8,1.11,0,0.53,0,1.6,2.16,1.17,0
17102,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,NOT BREADED",183,33.17,4.62,0,0,7,0.063,0.87,32,442,3.38,0,0,0.07,0.37,0.51,1.51,16,12.64,1.22,0,0.42,0,1.29,1.65,0.32,0
17103,"VEAL,LEG (TOP RND),LN,CKD,RSTD",150,28.07,3.39,0,0,6,0.13,0.9,28,393,3.08,0,0,0.06,0.33,0.31,1.18,16,10.08,1,0,0.55,0,1.22,1.19,0.21,0
17104,"VEAL,LOIN,LN&FAT,RAW",163,18.89,9.14,0,0,16,0.094,0.73,23,304,2.32,0,0,0.07,0.24,0.53,1.11,13,8.48,1.3,0,0.26,0,3.88,3.54,0.47,0
17105,"VEAL,LOIN,LN&FAT,CKD,BRSD",284,30.19,17.21,0,0,28,0.091,1.09,24,280,3.63,0,0,0.04,0.3,0.26,1.21,14,9.03,0.79,0,0.4,0,6.73,6.73,0.91,0
17106,"VEAL,LOIN,LN&FAT,CKD,RSTD",217,24.8,12.32,0,0,19,0.11,0.87,25,325,3.03,0,0,0.05,0.28,0.34,1.24,15,8.86,1.2,0,0.44,0,5.26,4.78,0.62,0
17107,"VEAL,LOIN,LN,RAW",116,20.17,3.34,0,0,17,0.1,0.75,25,324,2.49,0,0,0.07,0.26,0.56,1.18,14,9.08,1.39,0,0.26,0,1.01,1.07,0.25,0
17108,"VEAL,LOIN,LN,CKD,BRSD",226,33.57,9.15,0,0,32,0.099,1.1,27,297,4.09,0,0,0.05,0.34,0.28,1.32,15,10.05,0.85,0,0.42,0,2.55,3.27,0.63,0
17109,"VEAL,LOIN,LN,CKD,RSTD",175,26.32,6.94,0,0,21,0.117,0.85,26,340,3.24,0,0,0.06,0.3,0.37,1.31,16,9.46,1.27,0,0.49,0,2.58,2.49,0.42,0
17110,"VEAL,RIB,LN&FAT,RAW",162,18.86,9.01,0,0,13,0.102,0.86,22,290,3.24,0,0,0.07,0.23,0.42,1.29,12,6.68,1.13,0,0.23,0,3.71,3.43,0.48,0
17111,"VEAL,RIB,LN&FAT,CKD,BRSD",251,32.43,12.53,0,0,22,0.132,1.41,25,306,5.57,0,0,0.05,0.29,0.32,1.45,16,7.5,1.07,0,0.34,0,4.95,4.65,0.71,0
17112,"VEAL,RIB,LN&FAT,CKD,RSTD",228,23.96,13.96,0,0,11,0.099,0.97,22,295,4.09,0,0,0.05,0.27,0.25,1.46,13,6.98,1.28,0,0.35,0,5.41,5.44,0.75,0
17113,"VEAL,RIB,LN,RAW",120,19.97,3.89,0,0,14,0.108,0.88,23,306,3.47,0,0,0.07,0.24,0.44,1.36,13,7.05,1.19,0,0.21,0,1.17,1.25,0.29,0
17114,"VEAL,RIB,LN,CKD,BRSD",218,34.44,7.81,0,0,24,0.14,1.45,26,318,5.98,0,0,0.06,0.31,0.34,1.53,16,7.91,1.13,0,0.35,0,2.56,2.62,0.54,0
17115,"VEAL,RIB,LN,CKD,RSTD",177,25.76,7.44,0,0,12,0.106,0.96,24,311,4.49,0,0,0.06,0.29,0.27,1.58,14,7.5,1.38,0,0.36,0,2.08,2.66,0.51,0
17116,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,RAW",130,19.27,5.28,0,0,22,0.119,0.91,23,302,3.93,0,0,0.09,0.29,0.39,1.67,12,6.19,1.42,0,0.27,0,2.05,1.94,0.3,0
17117,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,BRSD",228,32.06,10.14,0,0,35,0.151,1.42,27,309,6.59,0,0,0.06,0.34,0.25,1.84,15,6.42,1.53,0,0.42,0,3.75,3.9,0.57,0
17118,"VEAL,SHLDR,WHL (ARM&BLD),LN&FAT,CKD,RSTD",184,25.32,8.42,0,0,27,0.139,1.03,25,322,5.12,0,0,0.07,0.34,0.26,1.82,12,6.33,1.3,0,0.46,0,3.4,3.16,0.46,0
17119,"VEAL,SHLDR,WHL (ARM&BLD),LN,RAW",112,19.79,3,0,0,22,0.121,0.9,24,311,4.06,0,0,0.09,0.29,0.4,1.68,11,6.15,1.45,0,0.26,0,0.9,0.96,0.22,0
17120,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,BRSD",199,33.68,6.1,0,0,37,0.159,1.45,28,319,7,0,0,0.06,0.35,0.26,1.94,16,6.68,1.61,0,0.45,0,1.7,2.18,0.42,0
17121,"VEAL,SHLDR,WHL (ARM&BLD),LN,CKD,RSTD",170,25.81,6.62,0,0,27,0.142,1.03,25,327,5.25,0,0,0.07,0.34,0.26,1.86,13,6.44,1.32,0,0.5,0,2.5,2.4,0.39,0
17122,"VEAL,SHLDR,ARM,LN&FAT,RAW",132,19.34,5.44,0,0,21,0.12,1,25,327,3.2,0,0,0.08,0.27,0.44,1.37,15,7.63,1.26,0,0.27,0,2.26,2.08,0.29,0
17123,"VEAL,SHLDR,ARM,LN&FAT,CKD,BRSD",236,33.63,10.24,0,0,28,0.128,1.38,29,333,5.81,0,0,0.06,0.31,0.29,1.72,18,10.08,1.31,0,0.46,0,3.96,3.99,0.55,0
17124,"VEAL,SHLDR,ARM,LN&FAT,CKD,RSTD",183,25.46,8.25,0,0,26,0.141,1.15,26,348,4.18,0,0,0.06,0.32,0.29,1.53,17,8.02,1.16,0,0.46,0,3.51,3.2,0.42,0
17125,"VEAL,SHLDR,ARM,LN,RAW",105,20.04,2.16,0,0,22,0.124,1.02,26,339,3.34,0,0,0.08,0.28,0.46,1.42,16,7.91,1.3,0,0.27,0,0.65,0.69,0.16,0
17126,"VEAL,SHLDR,ARM,LN,CKD,BRSD",201,35.73,5.33,0,0,30,0.135,1.41,30,347,6.24,0,0,0.06,0.33,0.3,1.82,19,10.71,1.39,0,0.47,0,1.49,1.9,0.37,0
17127,"VEAL,SHLDR,ARM,LN,CKD,RSTD",164,26.13,5.81,0,0,27,0.146,1.16,27,356,4.32,0,0,0.07,0.33,0.3,1.57,17,8.24,1.19,0,0.5,0,2.31,2.16,0.32,0
17128,"VEAL,SHLDR,BLADE,LN&FAT,RAW",129,19.23,5.2,0,0,23,0.118,0.87,23,289,4.31,0,0,0.09,0.3,0.37,1.82,10,5.45,1.51,0,0.28,0,1.94,1.87,0.31,0
17129,"VEAL,SHLDR,BLADE,LN&FAT,CKD,BRSD",225,31.26,10.09,0,0,38,0.164,1.44,26,297,7,0,0,0.06,0.35,0.24,1.93,15,5.5,1.52,0,0.44,0,3.64,3.85,0.58,0
17130,"VEAL,SHLDR,BLADE,LN&FAT,CKD,RSTD",186,25.15,8.67,0,0,28,0.138,1,24,306,5.58,0,0,0.07,0.35,0.24,2.01,11,5.73,1.38,0,0.47,0,3.46,3.24,0.48,0
17131,"VEAL,SHLDR,BLADE,LN,RAW",113,19.64,3.26,0,0,23,0.121,0.88,23,295,4.42,0,0,0.09,0.31,0.37,1.86,10,5.55,1.54,0,0.27,0,0.98,1.05,0.24,0
17132,"VEAL,SHLDR,BLADE,LN,CKD,BRSD",198,32.66,6.48,0,0,40,0.171,1.47,28,305,7.39,0,0,0.06,0.36,0.25,2.01,15,5.68,1.59,0,0.45,0,1.81,2.31,0.44,0
17133,"VEAL,SHLDR,BLADE,LN,CKD,RSTD",171,25.64,6.88,0,0,28,0.141,1,24,310,5.72,0,0,0.07,0.36,0.24,2.06,11,5.82,1.41,0,0.5,0,2.57,2.47,0.41,0
17134,"VEAL,SIRLOIN,LN&FAT,RAW",152,19.07,7.81,0,0,11,0.11,0.78,24,329,2.55,0,0,0.08,0.3,0.49,1.27,13,8.44,1.36,0,0.25,0,3.35,3.04,0.39,0
17135,"VEAL,SIRLOIN,LN&FAT,CKD,BRSD",252,31.26,13.14,0,0,17,0.128,1.2,27,321,4.32,0,0,0.05,0.35,0.35,1.48,15,6.58,1.01,0,0.41,0,5.18,5.15,0.69,0
17136,"VEAL,SIRLOIN,LN&FAT,CKD,RSTD",202,25.14,10.45,0,0,13,0.129,0.92,26,351,3.35,0,0,0.06,0.35,0.32,1.42,15,8.87,1.26,0,0.42,0,4.51,4.08,0.52,0
17137,"VEAL,SIRLOIN,LN,RAW",110,20.2,2.59,0,0,11,0.116,0.8,26,348,2.73,0,0,0.08,0.31,0.52,1.34,14,8.97,1.45,0,0.25,0,0.78,0.83,0.19,0
17138,"VEAL,SIRLOIN,LN,CKD,BRSD",204,33.96,6.51,0,0,19,0.138,1.23,29,339,4.75,0,0,0.06,0.38,0.38,1.59,16,7.05,1.08,0,0.44,0,1.82,2.33,0.45,0
17139,"VEAL,SIRLOIN,LN,CKD,RSTD",168,26.32,6.22,0,0,14,0.136,0.91,27,365,3.54,0,0,0.06,0.37,0.34,1.49,16,9.33,1.32,0,0.46,0,2.41,2.28,0.36,0
17140,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,RAW",109,20.27,2.5,0,0,17,0.118,0.88,25,331,3.48,0,0,0.09,0.29,0.45,1.49,13,7.4,1.25,0,0.27,0,0.75,0.8,0.18,0
17141,"VEAL,CUBED FOR STEW (LEG&SHLDR),LN,CKD,BRSD",188,34.94,4.31,0,0,29,0.153,1.44,28,342,6.01,0,0,0.07,0.4,0.38,1.67,16,8.3,1.19,0,0.45,0,1.3,1.39,0.32,0
17142,"VEAL,GROUND,RAW",144,19.35,6.77,0,0,15,0.109,0.83,24,315,3.06,0,0,0.08,0.27,0.41,1.34,13,7.5,1.31,0,0.26,0,2.79,2.57,0.36,0
17143,"VEAL,GROUND,CKD,BRLD",172,24.38,7.56,0,0,17,0.103,0.99,24,337,3.87,0,0,0.07,0.27,0.39,1.27,11,8.03,1.16,0,0.15,0,3.04,2.84,0.42,0
17144,"GAME MEAT,ANTELOPE,RAW",114,22.38,2.03,0,0,3,0.18,3.19,27,353,1.28,0,0,0.32,0.58,0,0,0,0,0,0,0,0,0.74,0.48,0.25,0
17145,"GAME MEAT,ANTELOPE,CKD,RSTD",150,29.45,2.67,0,0,4,0.213,4.2,28,372,1.68,0,0,0.26,0.73,0,0,0,0,0,0,0,0,0.97,0.63,0.33,0
17146,"GAME MEAT,BEAR,RAW",161,20.1,8.3,0,0,3,0,6.65,0,0,0,0,0,0.16,0.68,0,0,0,3.2,0,0,0,0,0,0,0,0
17147,"GAME MEAT,BEAR,CKD,SIMMRD",259,32.42,13.39,0,0,5,0.148,10.73,23,263,10.27,0,0,0.1,0.82,0.29,2.47,6,3.35,0,0,0.26,0,3.54,5.66,1.572,0
17150,"GAME MEAT,BEAVER,RAW",146,24.05,4.8,0,0,15,0,6.9,25,348,0,0,0,0.06,0.22,0,0,0,1.9,0,2,0,0,0,0,0,0
17151,"GAME MEAT,BEAVER,CKD,RSTD",212,34.85,6.96,0,0,22,0.189,10,29,403,2.27,0,0,0.05,0.31,0.47,8.3,11,2.2,0.93,3,0.79,0,2.07,1.89,1.07,0
17152,"GAME MEAT,BEEFALO,COMP OF CUTS,RAW",143,23.3,4.8,0,0,18,0,2.32,0,436,4.86,0,0,0.04,0.09,0,2.42,15,4.64,0.55,7,0,0,2.04,2.04,0.11,0
17153,"GAME MEAT,BEEFALO,COMP OF CUTS,CKD,RSTD",188,30.66,6.32,0,0,24,0,3.05,0,459,6.4,0,0,0.03,0.11,0,2.55,18,4.89,0.58,9,0,0,2.68,2.68,0.15,0
17156,"GAME MEAT,BISON,RAW",109,21.62,1.84,0,0,6,0.09,2.6,25,343,2.8,0,0,0,0.094,0,0,0,1.91,0,0,0,0,0.69,0.72,0.11,0
17157,"GAME MEAT,BISON,CKD,RSTD",143,28.44,2.42,0,0,8,0.107,3.42,26,361,3.68,0,0,0.1,0.27,0.4,2.86,8,3.71,0,0,0.14,0,0.91,0.95,0.14,0
17158,"GAME MEAT,BOAR,WILD,RAW",122,21.51,3.33,0,0,12,0,0,0,0,0,0,0,0.39,0.11,0,0,0,4,0,0,0,0,0.99,1.3,0.38,0
17159,"GAME MEAT,BOAR,WILD,CKD,RSTD",160,28.3,4.38,0,0,16,0.056,1.12,27,396,3.01,0,0,0.31,0.14,0.418,0.7,6,4.21,0,0,0.26,0,1.3,1.71,0.5,0
17160,"GAME MEAT,BUFFALO,H2O,RAW",99,20.39,1.37,0,0,12,0.151,1.61,32,297,1.93,0,0,0.04,0.2,0.53,1.66,8,5.97,0.16,0,0,0,0.46,0.42,0.16,0
17161,"GAME MEAT,BUFFALO,H2O,CKD,RSTD",131,26.83,1.8,0,0,15,0.178,2.12,33,313,2.54,0,0,0.03,0.25,0.46,1.75,9,6.29,0.17,0,0,0,0.6,0.55,0.21,0
17162,"GAME MEAT,CARIBOU,RAW",127,22.63,3.36,0,0,17,0.222,4.69,26,295,4,0,0,0.32,0.72,0.37,6.31,4,5.5,2.55,0,0,0,1.29,1.01,0.23,0
17163,"GAME MEAT,CARIBOU,CKD,RSTD",167,29.77,4.42,0,0,22,0.263,6.17,27,310,5.26,0,0,0.25,0.9,0.32,6.64,5,5.79,2.68,3,0.03,0,1.7,1.33,0.31,0
17164,"GAME MEAT,DEER,RAW",120,22.96,2.42,0,0,5,0.253,3.4,23,318,2.09,0,0,0.22,0.48,0.37,6.31,4,6.37,0,0,0.2,0,0.95,0.67,0.31,0
17165,"GAME MEAT,DEER,CKD,RSTD",158,30.21,3.19,0,0,7,0.3,4.47,24,335,2.75,0,0,0.18,0.6,0,0,0,6.71,0,0,0,0,1.25,0.88,0.4,0
17166,"GAME MEAT,ELK,RAW",111,22.95,1.45,0,0,4,0.12,2.76,23,312,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.36,0.17,0
17167,"GAME MEAT,ELK,CKD,RSTD",146,30.19,1.9,0,0,5,0.142,3.63,24,328,3.16,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.48,0.23,0
17168,"GOAT,RAW",109,20.6,2.31,0,0,13,0.256,2.83,0,385,4,0,0,0.11,0.49,0,1.13,5,3.75,0,0,0,0,0.71,1.03,0.1,0
17169,"GAME MEAT,GOAT,CKD,RSTD",143,27.1,3.03,0,0,17,0.303,3.73,0,405,5.27,0,0,0.09,0.61,0,1.19,5,3.95,0,0,0.05,0,0.93,1.36,0.13,0
17170,"GAME MEAT,HORSE,RAW",133,21.39,4.6,0,0,6,0.144,3.82,24,360,2.9,0,0,0.13,0.1,0.38,3,0,4.6,0,1,0,0,1.44,1.61,0.29,0
17171,"GAME MEAT,HORSE,CKD,RSTD",175,28.14,6.05,0,0,8,0.171,5.03,25,379,3.82,0,0,0.1,0.12,0.33,3.16,0,4.84,0,2,0,0,1.9,2.12,0.38,0
17172,"GAME MEAT,MOOSE,RAW",102,22.24,0.74,0,0,5,0.067,3.21,23,317,2.8,0,0,0.06,0.27,0,0,0,5,0,4,0,0,0.22,0.15,0.14,0
17173,"GAME MEAT,MOOSE,CKD,RSTD",134,29.27,0.97,0,0,6,0.079,4.22,24,334,3.68,0,0,0.05,0.34,0.37,6.31,4,5.26,0,5,0.2,0,0.29,0.2,0.19,0
17174,"GAME MEAT,MUSKRAT,RAW",162,20.76,8.1,0,0,25,0,0,22,276,0,0,0,0.09,0.52,0,0,0,6.2,0,5,0,0,0,0,0,0
17175,"GAME MEAT,MUSKRAT,CKD,RSTD",234,30.09,11.74,0,0,36,0.189,7.1,26,320,2.27,0,0,0.08,0.71,0.47,8.3,11,7.19,0.93,7,0,0,0,0,0,0
17176,"GAME MEAT,OPOSSUM,CKD,RSTD",221,30.2,10.2,0,0,17,0.189,4.64,34,438,2.28,0,0,0.1,0.37,0.47,8.3,10,8.43,0,0,0.79,0,1.206,3.773,2.939,0
17177,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,RAW",136,20.05,5.55,0,0,13,0.145,1.57,19,330,1.57,0,0,0.1,0.15,0.5,7.16,8,7.27,0.8,0,0,0,1.66,1.5,0.86,0
17178,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,RSTD",197,29.06,8.05,0,0,19,0.189,2.27,21,383,2.27,0,0,0.09,0.21,0.47,8.3,11,8.43,0.93,0,0,0,2.4,2.17,1.24,0
17179,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,STWD",206,30.38,8.41,0,0,20,0.176,2.37,20,300,2.37,0,0,0.06,0.17,0.34,6.51,9,7.16,0.67,0,0.79,0,2.51,2.27,1.3,0
17180,"GAME MEAT,RABBIT,WILD,RAW",114,21.79,2.32,0,0,12,0,3.2,29,378,0,0,0,0.03,0.06,0,0,0,6.5,0,0,0,0,0.69,0.63,0.36,0
17181,"GAME MEAT,RABBIT,WILD,CKD,STWD",173,33.02,3.51,0,0,18,0.176,4.85,31,343,2.38,0,0,0.02,0.07,0.34,6.51,8,6.4,0,0,0.79,0,1.05,0.95,0.54,0
17182,"GAME MEAT,RACCOON,CKD,RSTD",255,29.2,14.5,0,0,14,0.189,7.1,30,398,2.27,0,0,0.59,0.52,0.47,8.3,11,4.68,0,0,0.79,0,4.07,5.21,1.281,0
17183,"GAME MEAT,SQUIRREL,RAW",120,21.23,3.21,0,0,2,0,4.7,24,304,0,0,0,0.07,0.21,0,0,0,4,0,0,0,0,0.38,1.18,0.92,0
17184,"GAME MEAT,SQUIRREL,CKD,RSTD",173,30.77,4.69,0,0,3,0.148,6.81,28,352,1.78,0,0,0.06,0.29,0.37,6.51,9,4.64,0.93,0,0.75,0,0.85,1.33,1.34,0
17185,"LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",122,10.4,8.58,0,0,9,0.24,1.75,12,296,1.17,0,0,0.13,0.3,0.29,11.3,3,3.9,0.92,16,0,0,2.19,1.55,0.03,0
17186,"LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD",145,12.55,10.17,0,0,12,0.21,1.68,14,205,1.36,0,0,0.11,0.24,0.11,9.25,5,2.47,0.99,12,1.529,0,2.6,1.84,0.03,0
17187,"LAMB,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED",273,16.97,22.19,0,0,21,0.48,2.04,22,358,2,0,0,0.17,0.37,0.23,24.1,7,4.55,1.56,23,0,0,5.67,4.02,0.07,0
17188,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,RAW",118,10.32,8.21,0,0,10,0.22,2.13,14,315,1.11,0,0,0.13,0.26,0.28,12.2,3,4.3,2.72,14,0,0,1.91,1.64,0.02,0
17189,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,BRSD",136,11.48,9.63,0,0,16,0.26,1.67,16,214,1.61,0,0,0.08,0.2,0.17,9.65,3,2.43,1,13,0,0,2.18,1.74,0.09,0
17190,"VEAL,VAR MEATS&BY-PRODUCTS,BRAIN,CKD,PAN-FRIED",213,14.48,16.75,0,0,10,0.3,1.07,18,472,1.82,0,0,0.15,0.36,0.33,21.3,6,5.62,1.13,15,0,0,3.96,4.21,0.89,0
